"prog","comp","io","tree","comm","gath"
155.206348,148.865028,0.193693,1.133846,1.766100,0.102534
154.959911,148.678759,0.198168,1.130147,1.761091,0.099964
155.441784,149.250570,0.164443,1.130609,1.714096,0.099681
155.590170,149.670650,0.164308,1.127133,1.728703,0.098548
154.988263,148.577402,0.165164,1.136597,1.743317,0.095658
154.960123,148.958669,0.191636,1.132811,1.739183,0.095979
157.192874,151.463633,0.164997,1.133524,1.740936,0.094546
155.680190,149.780730,0.186818,1.150181,1.742792,0.101441
155.379097,148.867782,0.192542,1.127234,1.753826,0.098392
154.750045,148.717546,0.192710,1.127636,1.745474,0.099855
155.453771,149.159800,0.193085,1.132183,1.759832,0.095684
155.384782,149.005662,0.193241,1.131411,1.914269,0.099587
155.476214,149.386167,0.193645,1.126068,1.746064,0.108827
156.307123,150.239745,0.188432,1.134628,1.744038,0.101357
157.691925,151.743121,0.163493,1.138987,1.729986,0.101015
155.184010,149.141871,0.162857,1.118795,1.724784,0.097492
157.158122,149.384052,0.182852,1.132679,1.722056,0.099805
155.043570,148.978611,0.163485,1.124879,1.711303,0.095178
155.357539,149.475185,0.177848,1.121770,1.745614,0.097188
154.746686,148.436918,0.164355,1.122006,1.721218,0.099672
155.297655,149.113316,0.197630,1.128869,1.741971,0.105229
155.451463,149.568267,0.168638,1.131884,1.736724,0.099562
157.555503,151.257488,0.193801,1.139388,1.774438,0.096169
156.173522,150.124647,0.164367,1.139938,1.748038,0.096384
155.260955,148.982642,0.194193,1.131770,1.760008,0.100230
155.159763,149.008091,0.168297,1.134271,1.909476,0.095954
155.490120,149.532681,0.193024,1.140579,1.776628,0.097298
155.767582,148.919405,0.193032,1.132397,1.761355,0.097386
155.118218,148.913643,0.190689,1.116923,1.736332,0.101466
155.094541,149.046818,0.173695,1.122002,1.740712,0.100048
155.380807,149.079519,0.194613,1.130851,1.755988,0.100179
155.301548,149.252181,0.166784,1.120186,1.737000,0.098737
155.466412,148.995266,0.163760,1.112705,1.730611,0.101752
154.546733,148.115962,0.192959,1.122605,1.747135,0.104202
157.964983,149.097050,0.190587,1.133500,1.756406,0.107708
155.149244,148.894608,0.165018,1.120721,1.738756,0.096422
159.252249,152.614368,0.192465,1.155322,1.757792,0.102063
154.706125,148.607198,0.192598,1.123627,1.759778,0.096344
155.440053,149.337811,0.163652,1.106663,1.753782,0.097700
155.236200,149.072958,0.166527,1.138510,1.732970,0.104938
157.218976,150.336773,0.164821,1.130201,1.745029,0.095852
155.544908,149.163031,0.181957,1.135408,1.750623,0.098186
157.837979,149.283376,0.163197,1.118565,1.736485,0.099588
155.580567,149.501731,0.195823,1.123741,1.756110,0.095486
157.808754,151.772215,0.191326,1.164222,1.738418,0.096764
155.463991,149.192835,0.191440,1.132383,1.742650,0.095725
161.485842,150.588142,0.193569,1.131377,1.781126,0.101740
154.849188,148.875698,0.164391,1.111830,1.716401,0.097899
155.335437,149.150611,0.192761,1.130091,1.757313,0.096286
155.377973,149.261188,0.189192,1.118384,1.739377,0.096305
