"prog","comp","io","tree","comm","gath"
19.073273,6.725623,0.000000,0.236845,8.369492,0.064610
18.813505,6.714227,0.000000,0.233030,8.148277,0.063534
18.750837,6.731132,0.000000,0.233747,8.167080,0.063907
18.801095,6.723356,0.000000,0.235305,8.225003,0.063340
18.641475,6.726394,0.000000,0.235549,8.159597,0.058125
18.954243,6.731980,0.000000,0.233003,8.395219,0.063264
19.136047,6.696401,0.000000,0.231580,8.044944,0.063594
19.251878,6.735900,0.000000,0.234955,8.364510,0.063915
19.087218,6.725294,0.000000,0.232655,8.356788,0.063481
19.032892,6.721290,0.000000,0.233062,8.464644,0.063387
19.041460,6.710657,0.000000,0.237467,8.564756,0.063304
18.717880,6.686192,0.000000,0.232003,8.194858,0.060157
18.796946,6.675952,0.000000,0.230403,8.321122,0.060008
18.695256,6.677272,0.000000,0.235157,8.206647,0.067536
18.807420,6.692622,0.000000,0.234971,8.306009,0.059570
18.841284,6.727826,0.000000,0.234310,8.305276,0.063506
18.859804,6.732173,0.000000,0.240952,8.310975,0.064458
18.733673,6.750224,0.000000,0.240965,8.135800,0.064055
18.279198,6.718781,0.000000,0.238637,7.744629,0.064098
18.711497,6.727568,0.000000,0.233554,8.154048,0.052385
19.148149,6.686617,0.000000,0.237583,8.472339,0.063681
18.915751,6.748659,0.000000,0.235230,8.231614,0.063461
18.533679,6.696598,0.000000,0.237949,7.964955,0.069190
18.825975,6.723542,0.000000,0.233152,8.363546,0.065932
18.853846,6.721925,0.000000,0.231004,8.312049,0.063680
19.120476,6.722876,0.000000,0.232723,8.458665,0.063549
18.756294,6.710170,0.000000,0.232971,8.151264,0.063528
18.895150,6.709044,0.000000,0.239903,8.262580,0.064606
18.937790,6.722207,0.000000,0.237985,8.295234,0.063034
18.853456,6.712862,0.000000,0.235210,8.129041,0.063171
18.907668,6.732089,0.000000,0.233663,8.361910,0.063748
19.190505,6.695332,0.000000,0.231308,8.239578,0.059483
18.838009,6.712681,0.000000,0.238470,8.316461,0.064348
19.454273,6.670672,0.000000,0.232212,8.348142,0.062016
18.753600,6.708621,0.000000,0.234233,8.258410,0.063262
18.918634,6.713077,0.000000,0.234239,8.363872,0.064233
18.891654,6.697699,0.000000,0.230779,8.273100,0.063028
18.917300,6.725134,0.000000,0.233997,8.310905,0.064042
19.055523,6.745720,0.000000,0.234290,8.420423,0.065244
19.092895,6.684479,0.000000,0.234290,8.551331,0.063353
19.345964,6.712264,0.000000,0.233247,8.435046,0.063584
18.780857,6.760669,0.000000,0.238370,8.234604,0.064192
18.624460,6.729149,0.000000,0.238888,8.053796,0.063340
18.860958,6.724952,0.000000,0.236668,8.226239,0.062378
19.051740,6.727983,0.000000,0.234418,8.356741,0.065581
19.530751,6.712881,0.000000,0.232869,8.571111,0.062692
18.575108,6.726553,0.000000,0.240557,8.044498,0.063324
18.883540,6.682058,0.000000,0.232878,8.391027,0.063415
18.933752,6.725148,0.000000,0.236332,8.440045,0.063950
19.053955,6.717893,0.000000,0.237252,8.371471,0.064023
