"prog","comp","io","tree","comm","gath"
17.066929,12.558610,0.000000,0.075779,1.792038,0.004749
17.032250,12.498001,0.000000,0.046244,1.799670,0.004101
17.039947,12.529962,0.000000,0.056366,1.840829,0.004596
17.072234,12.447981,0.000000,0.078784,1.818910,0.004324
17.127662,12.551457,0.000000,0.074387,1.833803,0.004091
17.084753,12.578171,0.000000,0.050967,1.826664,0.004625
17.043205,12.655901,0.000000,0.061353,1.805870,0.004690
17.062040,12.458845,0.000000,0.054403,1.791497,0.004278
17.466128,12.533199,0.000000,0.045596,1.794657,0.004236
17.069488,12.515542,0.000000,0.052413,1.862338,0.004340
17.114283,12.775343,0.000000,0.058649,1.890634,0.008262
17.105732,12.601491,0.000000,0.083050,1.808232,0.004568
17.153203,12.501255,0.000000,0.053165,1.813667,0.004228
17.005060,12.503627,0.000000,0.058105,1.787945,0.004699
17.085389,12.530261,0.000000,0.051914,1.868828,0.004438
17.091637,12.968834,0.000000,0.054622,1.839237,0.004334
17.177868,12.475465,0.000000,0.077450,1.819644,0.004441
17.185329,12.691327,0.000000,0.076282,1.900549,0.004181
16.966122,12.555662,0.000000,0.058713,1.754409,0.004394
17.112140,12.507825,0.000000,0.072345,1.838620,0.004212
17.491439,12.510379,0.000000,0.050824,1.887098,0.004631
17.107476,12.544835,0.000000,0.053282,1.749229,0.004857
16.994872,12.543801,0.000000,0.053290,1.756069,0.004756
17.073229,12.564812,0.000000,0.077481,1.704461,0.004726
17.220507,12.500587,0.000000,0.077504,1.864718,0.004677
16.911653,12.478570,0.000000,0.047453,1.649149,0.005231
17.021730,12.592342,0.000000,0.045825,1.773348,0.003994
17.223871,12.538482,0.000000,0.053851,1.893360,0.004319
16.955078,12.459225,0.000000,0.049400,1.737644,0.004653
16.961449,12.511485,0.000000,0.060510,1.799947,0.004565
17.089468,12.479740,0.000000,0.088281,1.892910,0.004822
17.107717,12.583988,0.000000,0.085874,1.819914,0.004396
17.109697,12.520588,0.000000,0.045822,1.854523,0.004560
17.010224,12.530263,0.000000,0.085434,1.793768,0.004976
17.228291,12.539164,0.000000,0.047819,1.849059,0.004097
17.133915,12.533916,0.000000,0.053664,1.809560,0.004367
17.039545,12.505711,0.000000,0.059133,1.806757,0.004543
16.878041,12.561657,0.000000,0.052558,1.691298,0.004628
17.139580,12.466828,0.000000,0.048628,1.897968,0.004386
17.035425,12.516314,0.000000,0.079205,1.840283,0.004950
17.123658,12.522458,0.000000,0.058451,1.766794,0.004271
17.270075,12.882379,0.000000,0.049129,1.778273,0.004429
17.321195,12.555120,0.000000,0.045909,1.837425,0.004371
17.204563,12.518324,0.000000,0.083985,1.800368,0.004375
17.074772,12.585620,0.000000,0.060908,1.747557,0.004978
17.194492,12.479622,0.000000,0.077717,1.853217,0.004079
17.051684,12.549070,0.000000,0.076049,1.731093,0.004834
17.024958,12.586695,0.000000,0.052609,1.765243,0.004788
17.058886,12.469844,0.000000,0.058579,1.922640,0.004614
17.491542,12.470525,0.000000,0.076496,1.753275,0.004061
