"prog","comp","io","tree","comm","gath"
2.854142,0.867417,0.000000,0.028541,1.183760,0.007337
2.923585,0.854273,0.000000,0.027424,1.271607,0.007678
3.290088,0.854364,0.000000,0.026998,1.297815,0.005323
2.787748,0.913825,0.000000,0.030187,1.171577,0.007251
3.071184,0.874678,0.000000,0.032932,1.216355,0.006755
3.270069,0.854638,0.000000,0.027925,1.196765,0.006789
2.832145,0.854787,0.000000,0.027188,1.260625,0.007040
2.851683,0.883683,0.000000,0.027065,1.199037,0.007603
2.995287,0.851132,0.000000,0.027072,1.296982,0.006300
2.790201,0.854373,0.000000,0.027602,1.140797,0.007042
3.211564,0.851803,0.000000,0.027801,1.315440,0.006429
3.605895,0.851926,0.000000,0.026895,1.204148,0.006199
2.798460,0.877927,0.000000,0.028117,1.126181,0.005634
3.124821,0.856065,0.000000,0.028004,1.302343,0.005693
2.796497,0.854746,0.000000,0.027246,1.256258,0.005752
2.950234,0.855759,0.000000,0.027525,1.184613,0.007558
3.113777,0.856626,0.000000,0.028309,1.215989,0.007046
3.199919,0.857198,0.000000,0.027207,1.203384,0.007589
3.325989,0.855237,0.000000,0.026391,1.196962,0.006169
2.785831,0.852694,0.000000,0.030022,1.265499,0.005850
2.821015,0.856967,0.000000,0.027948,1.179071,0.006132
2.838408,0.854109,0.000000,0.027885,1.163227,0.007476
2.937717,0.866949,0.000000,0.027482,1.231503,0.005428
2.876541,0.855488,0.000000,0.027771,1.256966,0.006876
3.294282,0.855823,0.000000,0.027369,1.121077,0.006333
2.793938,0.852089,0.000000,0.027345,1.198699,0.006626
2.800061,0.854416,0.000000,0.026445,1.183288,0.006502
3.334440,0.857785,0.000000,0.027366,1.303300,0.006406
2.842876,0.848802,0.000000,0.028355,1.190779,0.006714
2.893285,0.853449,0.000000,0.027683,1.215936,0.006086
3.814131,0.849631,0.000000,0.026052,1.203061,0.006339
2.858127,0.882259,0.000000,0.029376,1.138868,0.007921
3.001368,0.853261,0.000000,0.029194,1.184495,0.006812
2.832137,0.868653,0.000000,0.028540,1.128954,0.007139
3.162133,0.856697,0.000000,0.027506,1.203659,0.007978
3.713355,0.857793,0.000000,0.026633,1.215426,0.006757
3.368636,0.850660,0.000000,0.032566,1.289885,0.005954
2.820788,0.862880,0.000000,0.026974,1.222070,0.007714
2.815082,0.878418,0.000000,0.027712,1.257989,0.007430
2.911984,0.854414,0.000000,0.026875,1.148125,0.006985
3.490480,0.852624,0.000000,0.027405,1.279331,0.006580
3.089369,0.851418,0.000000,0.028273,1.180660,0.007845
2.828595,0.871049,0.000000,0.027767,1.146410,0.005871
3.057707,0.856213,0.000000,0.028345,1.228844,0.007091
2.812153,0.857099,0.000000,0.027848,1.120487,0.006756
2.857965,0.859829,0.000000,0.027602,1.299648,0.007418
2.839318,0.875243,0.000000,0.026378,1.199466,0.005740
2.880738,0.876778,0.000000,0.027778,1.284549,0.007747
2.907458,0.854580,0.000000,0.027329,1.200047,0.005633
3.258803,0.855822,0.000000,0.026716,1.251160,0.007417
