"prog","comp","io","tree","comm","gath"
33.826967,26.104741,0.160036,0.610822,2.070047,0.112052
33.770248,25.998198,0.159303,0.603083,2.043147,0.111696
33.842920,26.060872,0.160631,0.611924,2.052296,0.112211
34.031699,26.172477,0.160106,0.612483,2.048518,0.112270
33.763214,26.039413,0.159993,0.608328,2.039869,0.111535
34.115868,26.174804,0.160244,0.608842,2.071473,0.111819
33.917784,26.067452,0.160454,0.608652,2.052820,0.112320
34.013338,26.005088,0.159819,0.607571,2.055450,0.113294
34.472394,26.028606,0.189378,0.602944,2.095745,0.112128
34.036294,26.185631,0.180769,0.610588,2.060987,0.112970
33.914360,26.058165,0.162993,0.612237,2.070583,0.112656
33.900236,26.044349,0.187444,0.613821,2.066658,0.112296
33.926623,25.950141,0.165948,0.605507,2.076358,0.113691
33.972325,26.052126,0.166893,0.610613,2.092555,0.112608
34.070238,26.073903,0.177307,0.612622,2.100134,0.116404
33.871805,26.007442,0.166831,0.608253,2.077893,0.112624
34.170366,26.070912,0.161503,0.604142,2.065699,0.112708
33.848498,26.040801,0.202025,0.610229,2.063999,0.115637
33.915573,26.054956,0.208883,0.610124,2.063655,0.112445
34.178261,26.059865,0.190715,0.608060,2.081227,0.112532
34.111492,26.087768,0.198380,0.609328,2.074941,0.112553
33.911175,26.033255,0.193297,0.610397,2.061929,0.113285
33.935196,26.035003,0.196608,0.612806,2.079785,0.116994
33.747895,26.018157,0.187437,0.608235,2.488123,0.111845
33.867239,25.995780,0.167521,0.609554,2.067085,0.112768
33.918477,26.081289,0.160609,0.609825,2.054335,0.112342
34.018668,26.026354,0.192017,0.609331,2.064849,0.112320
33.932848,26.021905,0.181516,0.609753,2.053943,0.116317
33.824469,25.972524,0.161453,0.610664,2.074569,0.112539
34.435500,26.080321,0.160658,0.605861,2.049039,0.112384
33.990643,26.069864,0.191284,0.608732,2.065913,0.112655
33.889458,26.106631,0.162120,0.610555,2.061534,0.112555
33.926013,26.041498,0.160155,0.613316,2.085319,0.111680
33.728939,26.025847,0.160561,0.608646,2.066988,0.111609
33.832134,25.965526,0.188384,0.608024,2.065883,0.112417
33.970542,26.203428,0.182900,0.613284,2.091750,0.115299
34.174711,26.028774,0.180922,0.611250,2.098853,0.112205
34.191516,26.228237,0.160081,0.609820,2.055857,0.112424
33.900092,26.014392,0.197665,0.608263,2.083121,0.112714
34.109840,26.101426,0.182472,0.609531,2.073886,0.112045
33.771374,26.031502,0.183192,0.608135,2.122147,0.116263
33.855721,26.052611,0.161934,0.610849,2.053316,0.112256
33.633238,25.960257,0.160110,0.608118,2.049470,0.112343
33.980122,26.022545,0.160311,0.610235,2.051672,0.112594
33.963213,26.039807,0.159941,0.613377,2.047584,0.111842
33.991773,26.229276,0.160675,0.608266,2.054740,0.116115
33.752427,26.071381,0.197894,0.612355,2.050379,0.115866
33.828632,26.027611,0.160527,0.606720,2.080624,0.112229
34.007297,26.090308,0.159948,0.612278,2.060317,0.112641
34.229140,26.157845,0.160104,0.611184,2.052646,0.113297
