60.706217,  60.336926, 0.360659 
60.660678,  60.303285, 0.348759 
60.530901,  60.172014, 0.350296 
60.781678,  60.424670, 0.348299 
60.888353,  60.531940, 0.347733 
60.625915,  60.261142, 0.356139 
60.866272,  60.480990, 0.376604 
60.818067,  60.456869, 0.352534 
60.774008,  60.397869, 0.367502 
60.666368,  60.281360, 0.376183 
60.454115,  60.095354, 0.350103 
60.679123,  60.306840, 0.363542 
60.877895,  60.519386, 0.349786 
60.567396,  60.210481, 0.348208 
60.809014,  60.447054, 0.353139 
60.878655,  60.521664, 0.348309 
61.021144,  60.637570, 0.374960 
60.642218,  60.285460, 0.348061 
60.840290,  60.483092, 0.348653 
59.291821,  58.948116, 0.335595 
60.679996,  60.316279, 0.355057 
60.570693,  60.210717, 0.351281 
60.751293,  60.395570, 0.347061 
60.803970,  60.447594, 0.347811 
60.843125,  60.483133, 0.351152 
60.786913,  60.425570, 0.352612 
60.654502,  60.296751, 0.348959 
60.694298,  60.331865, 0.353687 
60.737563,  60.377068, 0.351832 
60.654750,  60.283207, 0.362891 
60.793285,  60.435887, 0.348764 
60.771934,  60.393791, 0.369508 
60.999760,  60.642967, 0.348215 
60.667582,  60.291619, 0.367378 
61.005630,  60.636293, 0.360729 
60.786207,  60.410127, 0.367430 
60.387632,  60.029851, 0.348980 
60.784002,  60.427359, 0.348056 
60.864144,  60.507656, 0.347775 
60.758533,  60.401671, 0.348266 
60.789805,  60.429560, 0.351576 
60.913102,  60.550682, 0.353516 
60.550652,  60.173658, 0.368351 
60.686691,  60.328262, 0.349716 
60.724494,  60.367727, 0.348111 
60.780384,  60.423322, 0.348499 
60.817204,  60.460316, 0.348255 
60.528543,  60.155862, 0.364015 
60.585466,  60.228408, 0.348445 
60.515620,  60.159261, 0.347612 
60.624867,  60.258169, 0.357996 
59.976338,  59.620174, 0.347261 
60.765735,  60.409068, 0.348114 
60.582791,  60.211953, 0.362014 
60.828462,  60.470832, 0.348926 
60.762560,  60.405428, 0.348462 
60.857348,  60.498472, 0.350270 
60.628138,  60.264368, 0.355156 
60.688287,  60.322766, 0.356780 
60.704480,  60.337365, 0.358402 
60.699737,  60.342879, 0.348170 
60.766280,  60.408435, 0.349260 
60.699555,  60.342350, 0.348625 
60.752992,  60.395588, 0.348789 
60.767045,  60.410265, 0.348170 
60.603604,  60.242207, 0.352621 
60.571103,  60.214268, 0.348201 
60.875857,  60.518468, 0.348640 
60.770850,  60.412907, 0.349294 
60.882753,  60.525889, 0.348259 
60.598494,  60.240473, 0.349272 
60.665155,  60.306880, 0.349681 
61.048398,  60.691201, 0.348593 
60.859421,  60.476444, 0.374253 
60.698554,  60.341929, 0.348028 
60.813927,  60.453139, 0.352146 
60.708704,  60.351177, 0.348800 
60.582036,  60.223402, 0.349976 
60.825870,  60.447224, 0.369969 
60.984908,  60.606603, 0.369433 
60.555336,  60.198307, 0.348247 
60.714043,  60.355986, 0.349406 
61.085747,  60.715334, 0.361766 
60.856993,  60.490708, 0.357645 
60.661516,  60.303607, 0.349188 
60.547386,  60.189217, 0.349476 
60.632857,  60.255130, 0.369119 
60.558643,  60.201849, 0.348136 
60.713563,  60.356856, 0.348038 
60.567796,  60.210446, 0.348613 
60.576722,  60.220716, 0.347340 
60.780164,  60.420256, 0.351219 
60.537432,  60.180430, 0.348372 
60.749110,  60.389869, 0.350525 
60.855335,  60.494250, 0.352484 
60.699443,  60.339125, 0.351703 
60.637091,  60.279900, 0.348445 
60.615113,  60.239635, 0.366824 
60.588006,  60.221651, 0.357719 
60.536594,  60.180421, 0.347540 
