31.670933, 31.385092, 0.277691, 0.408685
32.322160, 32.030600, 0.284446, 0.405926
33.008031, 32.717861, 0.289389, 0.371151
33.022651, 32.731803, 0.278866, 0.350295
32.986072, 32.682441, 0.287658, 0.407031
32.893111, 32.601961, 0.278550, 0.350755
32.967014, 32.635227, 0.294094, 0.356809
32.964363, 32.682543, 0.273734, 0.354556
32.908165, 32.618695, 0.281470, 0.343182
32.819419, 32.533891, 0.278015, 0.323907
32.979951, 32.695022, 0.277600, 0.371053
32.924929, 32.622515, 0.286463, 0.352175
32.915861, 32.607088, 0.275300, 0.373609
32.872451, 32.566479, 0.278952, 0.328219
32.965785, 32.682504, 0.275978, 0.344885
32.911679, 32.603893, 0.300409, 0.381696
32.913635, 32.600019, 0.295023, 0.344321
32.971277, 32.659147, 0.286046, 0.398684
32.888281, 32.596370, 0.276976, 0.325960
32.910010, 32.618633, 0.284005, 0.354000
32.883258, 32.589635, 0.279678, 0.328643
32.940485, 32.642870, 0.289069, 0.344746
32.911198, 32.620635, 0.279715, 0.360292
34.200106, 33.989795, 0.276648, 1.432147
32.907636, 32.582966, 0.289842, 0.340639
32.911920, 32.599157, 0.286949, 0.372395
33.026456, 32.719736, 0.287229, 0.398576
32.935785, 32.632619, 0.289768, 0.353385
32.882662, 32.558082, 0.299936, 0.380511
32.946523, 32.646329, 0.286333, 0.339015
32.842777, 32.552964, 0.277760, 0.325686
32.953859, 32.648912, 0.287340, 0.344987
32.916585, 32.629131, 0.279662, 0.349883
32.899703, 32.607253, 0.278296, 0.418048
32.871740, 32.547763, 0.285483, 0.372576
32.947041, 32.658101, 0.277072, 0.342559
32.923802, 32.627368, 0.275801, 0.318584
32.922109, 32.608674, 0.280884, 0.358202
32.908181, 32.624094, 0.276626, 0.340426
32.883595, 32.580333, 0.286958, 0.351562
32.941531, 32.643738, 0.276163, 0.353181
32.915045, 32.620190, 0.276955, 0.333395
32.862756, 32.569093, 0.286294, 0.349309
32.928110, 32.607013, 0.277063, 0.365126
32.897628, 32.601042, 0.282539, 0.350365
32.874089, 32.572642, 0.292255, 0.384338
32.925854, 32.617050, 0.283874, 0.357600
32.871714, 32.571854, 0.275707, 0.350379
32.943354, 32.630734, 0.293475, 0.352206
32.793421, 32.497795, 0.277011, 0.342743
32.848480, 32.534391, 0.276361, 0.321302
32.812449, 32.510975, 0.278203, 0.374045
32.915483, 32.608463, 0.285548, 0.370458
32.891029, 32.581633, 0.279660, 0.331748
32.868158, 32.560127, 0.285375, 0.346633
32.815661, 32.498596, 0.287694, 0.339882
32.867626, 32.567413, 0.287416, 0.356335
32.826351, 32.533219, 0.280024, 0.354154
32.892099, 32.593257, 0.284853, 0.345683
32.845435, 32.534437, 0.286495, 0.366171
32.739483, 32.454548, 0.275737, 0.334020
32.695176, 32.399655, 0.279490, 0.323892
32.842574, 32.526446, 0.277980, 0.377022
32.789286, 32.505073, 0.276968, 0.367327
32.842579, 32.566055, 0.285305, 0.406669
32.918600, 32.601351, 0.285960, 0.413829
34.116896, 33.894626, 0.291254, 1.466142
32.785864, 32.496042, 0.281556, 0.344088
32.770787, 32.459031, 0.285768, 0.385597
32.778316, 32.476653, 0.288340, 0.378208
32.805129, 32.507655, 0.282041, 0.340209
32.784168, 32.484708, 0.288526, 0.354957
32.756841, 32.454162, 0.288678, 0.350389
32.828877, 32.541150, 0.280692, 0.367173
32.861128, 32.572738, 0.277275, 0.325869
32.866008, 32.556713, 0.279779, 0.410115
32.859726, 32.551941, 0.288207, 0.352083
32.895560, 32.589936, 0.288612, 0.373758
32.925702, 32.632878, 0.279397, 0.363290
32.924296, 32.628938, 0.287241, 0.428056
32.918256, 32.610304, 0.281552, 0.367509
32.939855, 32.612056, 0.285097, 0.384870
32.919951, 32.626614, 0.276940, 0.397527
32.856349, 32.568521, 0.277166, 0.340413
32.955826, 32.640090, 0.292777, 0.366345
32.864979, 32.577793, 0.278942, 0.345995
32.880972, 32.567985, 0.281773, 0.372004
32.958831, 32.590125, 0.340387, 0.417136
32.922621, 32.585806, 0.289332, 0.382279
32.904761, 32.605589, 0.277081, 0.357169
34.370783, 34.054726, 0.308618, 1.579212
32.925353, 32.634454, 0.275732, 0.379829
32.907340, 32.620508, 0.279291, 0.390812
32.882417, 32.589454, 0.282033, 0.368208
32.944240, 32.649460, 0.287259, 0.380829
32.923806, 32.614431, 0.278437, 0.342888
32.871851, 32.560652, 0.278534, 0.389904
32.955843, 32.654788, 0.293655, 0.393664
32.954287, 32.659337, 0.276791, 0.370219
32.896389, 32.610344, 0.278616, 0.346094
