"prog","comp","io","tree","comm","gath"
14.020239,3.137634,0.000000,0.117230,6.503377,0.033966
12.952082,3.137547,0.000000,0.121675,6.593044,0.030985
13.006207,3.154504,0.000000,0.121801,6.605733,0.029667
13.045882,3.143157,0.000000,0.120128,6.399432,0.029562
12.927267,3.129274,0.000000,0.123172,6.655838,0.029233
13.201490,3.241894,0.000000,0.123052,6.717127,0.030264
12.934243,3.144983,0.000000,0.121096,6.638848,0.028862
13.211255,3.136790,0.000000,0.120473,6.548533,0.029952
13.041945,3.152761,0.000000,0.122730,6.581609,0.032471
13.402270,3.128294,0.000000,0.120184,6.637228,0.029749
13.259478,3.134265,0.000000,0.119312,6.580448,0.026661
13.632584,3.153796,0.000000,0.120042,6.507461,0.028334
13.354466,3.117747,0.000000,0.116734,6.414424,0.031139
13.017590,3.143518,0.000000,0.119933,6.627385,0.028898
13.645601,3.136219,0.000000,0.120630,6.649211,0.029339
13.117093,3.128860,0.000000,0.122098,6.846385,0.027652
12.998328,3.142312,0.000000,0.120864,6.587187,0.029716
13.258507,3.193520,0.000000,0.121717,6.726178,0.028008
13.348392,3.156123,0.000000,0.121340,6.609639,0.030685
14.039151,3.144706,0.000000,0.114769,6.606470,0.027675
12.933519,3.173579,0.000000,0.119631,6.569845,0.028753
13.128253,3.114428,0.000000,0.118534,6.409952,0.031779
13.838724,3.167416,0.000000,0.116108,6.534938,0.025322
13.446009,3.149813,0.000000,0.120778,6.412082,0.028603
13.202661,3.144583,0.000000,0.120802,6.494809,0.030378
12.920508,3.150459,0.000000,0.121682,6.455368,0.028898
12.966930,3.139352,0.000000,0.119076,6.633760,0.030447
13.000340,3.175688,0.000000,0.119000,6.685508,0.031654
13.286871,3.169129,0.000000,0.120713,6.654091,0.031710
12.956875,3.153729,0.000000,0.118377,6.529389,0.027257
12.841597,3.142658,0.000000,0.119523,6.405080,0.027231
13.233359,3.141897,0.000000,0.120060,6.465656,0.029719
12.974608,3.183548,0.000000,0.120535,6.050057,0.030541
13.020579,3.152101,0.000000,0.119311,6.376076,0.028960
13.136850,3.137708,0.000000,0.123377,6.577185,0.030325
12.965237,3.144323,0.000000,0.119712,6.236210,0.036768
13.272429,3.153249,0.000000,0.121209,6.552787,0.033024
12.809692,3.147375,0.000000,0.123863,6.458033,0.036055
13.751329,3.119592,0.000000,0.122172,6.537043,0.028504
13.028452,3.157997,0.000000,0.121996,6.501606,0.031523
13.288331,3.138777,0.000000,0.122630,6.716234,0.030083
13.063826,3.133407,0.000000,0.123085,6.629642,0.029524
13.293564,3.186658,0.000000,0.119715,6.460992,0.028109
13.452896,3.163829,0.000000,0.114754,6.696430,0.028626
13.135997,3.138177,0.000000,0.121297,6.340999,0.029111
12.997264,3.134028,0.000000,0.119015,6.489268,0.028728
13.346135,3.158422,0.000000,0.120312,6.420660,0.027979
13.018265,3.146213,0.000000,0.121660,6.455185,0.028796
13.175175,3.116625,0.000000,0.122956,6.462032,0.028569
13.179522,3.142819,0.000000,0.118867,6.332467,0.031116
