"prog","comp","io","tree","comm","gath"
24.133832,13.698212,0.000000,0.114534,6.840466,0.029852
24.014485,13.677251,0.000000,0.111696,6.791944,0.026703
24.503539,13.848414,0.000000,0.113273,6.721667,0.028372
24.004617,13.732529,0.000000,0.112471,6.726230,0.028264
24.252915,13.666268,0.000000,0.109927,6.703758,0.026367
23.863529,13.613348,0.000000,0.112746,6.627569,0.026038
24.077199,13.556791,0.000000,0.116889,6.648266,0.029918
24.260796,13.792346,0.000000,0.118356,6.986497,0.024927
24.126405,13.642500,0.000000,0.110886,6.930909,0.029032
24.234714,13.669379,0.000000,0.116218,7.052094,0.026903
24.725013,13.674841,0.000000,0.115763,6.823147,0.028435
24.139659,13.590317,0.000000,0.115115,6.793564,0.033117
24.352175,13.583119,0.000000,0.110877,6.880426,0.029357
23.992033,13.666972,0.000000,0.108088,6.746500,0.028781
24.310799,13.691958,0.000000,0.115667,6.904459,0.028960
24.094877,13.597921,0.000000,0.117106,6.679022,0.028289
24.456339,13.642709,0.000000,0.117892,6.654605,0.029890
23.983934,13.543103,0.000000,0.115987,6.618238,0.027049
23.939580,13.727173,0.000000,0.118192,6.806817,0.028497
23.984559,13.715071,0.000000,0.115913,6.771177,0.027901
24.405463,13.667580,0.000000,0.115385,6.954765,0.026231
24.558944,13.692436,0.000000,0.109813,6.916238,0.028853
24.127073,13.633676,0.000000,0.107933,6.818289,0.029348
23.969577,13.552810,0.000000,0.108889,6.829770,0.027704
24.520760,13.886646,0.000000,0.112036,6.650326,0.030798
24.007415,13.573400,0.000000,0.116472,6.829021,0.026290
24.058021,13.673964,0.000000,0.117679,6.832161,0.029336
24.687031,14.119021,0.000000,0.116129,6.848703,0.027304
24.236331,13.677779,0.000000,0.115822,7.096638,0.026090
24.502710,13.644959,0.000000,0.113588,6.850806,0.026256
25.126095,13.641397,0.000000,0.110631,7.054501,0.025508
24.892296,13.683898,0.000000,0.108976,6.851666,0.025669
24.102278,13.611399,0.000000,0.113565,6.956823,0.029135
24.257412,13.633385,0.000000,0.114292,6.827048,0.028469
23.946821,13.632804,0.000000,0.111515,6.834892,0.028410
24.343125,13.720053,0.000000,0.111277,6.894528,0.031230
24.326204,13.585285,0.000000,0.114291,6.861266,0.024247
24.103535,13.695118,0.000000,0.116286,6.822663,0.030663
24.180687,13.789013,0.000000,0.112781,6.807062,0.028603
24.566948,13.646300,0.000000,0.116170,6.878000,0.035495
23.860939,13.536963,0.000000,0.115499,6.772436,0.032304
24.057396,13.670683,0.000000,0.110481,6.847031,0.026916
23.975902,13.729532,0.000000,0.115205,6.694449,0.028786
24.266709,13.747977,0.000000,0.117701,6.892398,0.030614
24.132759,13.716729,0.000000,0.114070,6.832204,0.028404
23.942491,13.756625,0.000000,0.112867,6.795006,0.025015
24.108997,13.619169,0.000000,0.111592,6.938276,0.031051
24.065611,13.519509,0.000000,0.112755,6.935614,0.026574
24.237407,13.694451,0.000000,0.115977,6.560580,0.028510
24.155300,13.713167,0.000000,0.118982,6.950260,0.025971
