18.601217,  17.387726, 0.445569, 0.114489, 0.000018, 0.000000, 0.013607 
18.486080,  17.299018, 0.424913, 0.114633, 0.000019, 0.000000, 0.013045 
18.489397,  17.294751, 0.434208, 0.114259, 0.000019, 0.000000, 0.013020 
18.484179,  17.287723, 0.423941, 0.114283, 0.000018, 0.000000, 0.013648 
18.549187,  17.332993, 0.443672, 0.114892, 0.000019, 0.000000, 0.013382 
18.499437,  17.295050, 0.434792, 0.116256, 0.000019, 0.000000, 0.013725 
18.520224,  17.290411, 0.465742, 0.115170, 0.000019, 0.000000, 0.013435 
18.519932,  17.321260, 0.436772, 0.115150, 0.000018, 0.000000, 0.013348 
18.506420,  17.313985, 0.425403, 0.115542, 0.000019, 0.000000, 0.013048 
18.578554,  17.362685, 0.456440, 0.114345, 0.000018, 0.000000, 0.013254 
18.514199,  17.284070, 0.467861, 0.115292, 0.000019, 0.000000, 0.013380 
18.515214,  17.320263, 0.433491, 0.114596, 0.000018, 0.000000, 0.013473 
18.320043,  17.233939, 0.346747, 0.088578, 0.000015, 0.000000, 0.013634 
18.511394,  17.322941, 0.432961, 0.114374, 0.000019, 0.000000, 0.013019 
18.490591,  17.287203, 0.439473, 0.114681, 0.000019, 0.000000, 0.013307 
18.438145,  17.240988, 0.433167, 0.115682, 0.000019, 0.000000, 0.013629 
18.462854,  17.254356, 0.440730, 0.115370, 0.000019, 0.000000, 0.013642 
18.446232,  17.236498, 0.440317, 0.115851, 0.000019, 0.000000, 0.013578 
18.428401,  17.224966, 0.447689, 0.114855, 0.000019, 0.000000, 0.012984 
18.574967,  17.343675, 0.461591, 0.115247, 0.000019, 0.000000, 0.013526 
18.568424,  17.338406, 0.462784, 0.114477, 0.000018, 0.000000, 0.013242 
18.803060,  17.576867, 0.451838, 0.116241, 0.000018, 0.000000, 0.013564 
18.360926,  17.281325, 0.344075, 0.089528, 0.000015, 0.000000, 0.013514 
18.589969,  17.371486, 0.441812, 0.114262, 0.000018, 0.000000, 0.013486 
18.622053,  17.404868, 0.445549, 0.115907, 0.000018, 0.000000, 0.013370 
18.350212,  17.295780, 0.314594, 0.090179, 0.000015, 0.000000, 0.013533 
18.293703,  17.209762, 0.328781, 0.092898, 0.000015, 0.000000, 0.013048 
18.600883,  17.405112, 0.432578, 0.114544, 0.000018, 0.000000, 0.013156 
18.492646,  17.304963, 0.427427, 0.115585, 0.000019, 0.000000, 0.013819 
18.726307,  17.471862, 0.485134, 0.114678, 0.000018, 0.000000, 0.014160 
18.594232,  17.362662, 0.461543, 0.115390, 0.000018, 0.000000, 0.013491 
18.381896,  17.281114, 0.358662, 0.088958, 0.000015, 0.000000, 0.013382 
18.596018,  17.380822, 0.448234, 0.114968, 0.000019, 0.000000, 0.013558 
18.638530,  17.398164, 0.467332, 0.116919, 0.000019, 0.000000, 0.013669 
18.615649,  17.367101, 0.455546, 0.115465, 0.000018, 0.000000, 0.013348 
18.594927,  17.395926, 0.432392, 0.117479, 0.000018, 0.000000, 0.013599 
18.617375,  17.408615, 0.447208, 0.114404, 0.000019, 0.000000, 0.013486 
18.541820,  17.332420, 0.443047, 0.114685, 0.000021, 0.000000, 0.013435 
18.633321,  17.415702, 0.445824, 0.114767, 0.000018, 0.000000, 0.013728 
18.366497,  17.244482, 0.347547, 0.095057, 0.000014, 0.000000, 0.013938 
18.584475,  17.389065, 0.433304, 0.114773, 0.000018, 0.000000, 0.013766 
18.579575,  17.348740, 0.460557, 0.114880, 0.000018, 0.000000, 0.013529 
18.635095,  17.405127, 0.454752, 0.114892, 0.000020, 0.000000, 0.013760 
18.538308,  17.346581, 0.424538, 0.114697, 0.000018, 0.000000, 0.013415 
18.565990,  17.372909, 0.427041, 0.115239, 0.000018, 0.000000, 0.013259 
18.543007,  17.333657, 0.438237, 0.115552, 0.000018, 0.000000, 0.013545 
18.510228,  17.324347, 0.425844, 0.114868, 0.000018, 0.000000, 0.013600 
18.467635,  17.256306, 0.453557, 0.114736, 0.000018, 0.000000, 0.013321 
18.273379,  17.183670, 0.341456, 0.089620, 0.000015, 0.000000, 0.013606 
