proc prog       comp        io        tree       comm      gath      aloc
1  261.687023,  248.391460, 1.909288, 10.789036, 0.000060, 0.187248, 0.179657 
1  260.121097,  247.069708, 1.696828, 10.784380, 0.000057, 0.172977, 0.180202 
1  261.735754,  248.485596, 1.863534, 10.810283, 0.000066, 0.186648, 0.178681 
1  262.184697,  248.902681, 1.862949, 10.842146, 0.000054, 0.187800, 0.179684 
1  261.786496,  248.496221, 1.860908, 10.850477, 0.000065, 0.187204, 0.180516 
1  261.598881,  248.499525, 1.695620, 10.839372, 0.000059, 0.172670, 0.178679 
1  263.026369,  249.900705, 1.695826, 10.864869, 0.000063, 0.175160, 0.181274 
1  261.237734,  248.120025, 1.704810, 10.846753, 0.000056, 0.174026, 0.180159 
1  262.503792,  249.221059, 1.860557, 10.845524, 0.000057, 0.187968, 0.178923 
1  261.623468,  248.393191, 1.870456, 10.783981, 0.000059, 0.187035, 0.178828 
1  261.140783,  247.762702, 2.004415, 10.798137, 0.000058, 0.185549, 0.178775 
1  286.749920,  272.697058, 1.872944, 11.606053, 0.000061, 0.188809, 0.179159 
1  261.901145,  248.783355, 1.703848, 10.849797, 0.000056, 0.174159, 0.179009 
1  264.068137,  250.825330, 1.855672, 10.811647, 0.000058, 0.188484, 0.178549 
1  261.573660,  248.254567, 1.860996, 10.879989, 0.000062, 0.188593, 0.178666 
1  262.447021,  249.044609, 2.006621, 10.820249, 0.000061, 0.187851, 0.178454 
1  262.097140,  248.871998, 1.845990, 10.803184, 0.000058, 0.187003, 0.179208 
1  260.799566,  247.549415, 1.869026, 10.799719, 0.000070, 0.188575, 0.180471 
1  262.006094,  248.905621, 1.696286, 10.841808, 0.000058, 0.173059, 0.179251 
1  261.696576,  248.417931, 1.863653, 10.838314, 0.000057, 0.187483, 0.179122 
1  261.404191,  248.115615, 1.896049, 10.813335, 0.000058, 0.187030, 0.180357 
1  261.853973,  248.592906, 1.857859, 10.825883, 0.000058, 0.187876, 0.178593 
1  260.228971,  247.040556, 1.838751, 10.772140, 0.000061, 0.187320, 0.179280 
1  261.283351,  248.057190, 1.854595, 10.795361, 0.000059, 0.186860, 0.179271 
1  262.721098,  249.491065, 1.854442, 10.797753, 0.000056, 0.187692, 0.178766 
1  261.299788,  248.141781, 1.748128, 10.845457, 0.000058, 0.173479, 0.180575 
1  261.321578,  248.081192, 1.853097, 10.810669, 0.000058, 0.186649, 0.179746 
1  261.940351,  248.682021, 1.858326, 10.823286, 0.000059, 0.187391, 0.178925 
1  261.999660,  248.751288, 1.860899, 10.810621, 0.000062, 0.187404, 0.180134 
1  261.123283,  247.703859, 1.989573, 10.851722, 0.000059, 0.186790, 0.180131 
1  262.137675,  248.898108, 1.856564, 10.805280, 0.000059, 0.187828, 0.180397 
1  262.042504,  248.942858, 1.695267, 10.839847, 0.000057, 0.174007, 0.179680 
1  262.227000,  248.948910, 1.869406, 10.829187, 0.000058, 0.188848, 0.180547 
1  261.005182,  247.730259, 1.870600, 10.824666, 0.000055, 0.188321, 0.180064 
1  263.317627,  250.056185, 1.857926, 10.825059, 0.000058, 0.188816, 0.180130 
1  262.934078,  249.656931, 1.863786, 10.839091, 0.000056, 0.187464, 0.179310 
1  261.852384,  248.592091, 1.850954, 10.831181, 0.000059, 0.187882, 0.179649 
1  263.167254,  250.066957, 1.694531, 10.843396, 0.000057, 0.174390, 0.179718 
1  261.667792,  248.388552, 1.856479, 10.844581, 0.000058, 0.187541, 0.180336 
1  262.894449,  249.566669, 1.871713, 10.880375, 0.000057, 0.186877, 0.179516 
1  262.655559,  249.373790, 1.848967, 10.854877, 0.000059, 0.188007, 0.180353 
1  262.177770,  248.897157, 1.868420, 10.834328, 0.000056, 0.187830, 0.180215 
1  261.700022,  248.450654, 1.834900, 10.836712, 0.000058, 0.188265, 0.179335 
1  263.074367,  249.975006, 1.698638, 10.837603, 0.000059, 0.173346, 0.180434 
1  262.378150,  249.128775, 1.836111, 10.836790, 0.000057, 0.187265, 0.179590 
