"prog","comp","io","tree","comm","gath"
82.143490,64.601671,0.000000,0.183723,7.924233,0.010297
81.998014,64.576322,0.000000,0.191055,8.167591,0.011022
81.511852,65.188362,0.000000,0.190449,7.579752,0.011108
81.641487,64.808418,0.000000,0.177798,7.554526,0.011264
81.697915,65.001177,0.000000,0.188907,7.797779,0.011183
81.656746,64.787715,0.000000,0.128197,7.525098,0.010305
82.094878,64.583190,0.000000,0.188854,7.929831,0.011413
81.476199,65.011695,0.000000,0.190175,7.701416,0.009964
81.642005,64.610900,0.000000,0.188800,7.683765,0.010720
81.679851,64.711441,0.000000,0.181326,7.521548,0.010889
82.076883,64.923912,0.000000,0.187330,8.160098,0.011242
81.302989,64.838900,0.000000,0.189103,7.355776,0.010276
81.869409,64.882420,0.000000,0.180223,7.739742,0.010964
81.803102,64.841935,0.000000,0.193209,8.106597,0.010262
82.255588,64.642344,0.000000,0.179147,7.847797,0.010513
82.654656,64.849114,0.000000,0.132582,7.794620,0.010890
82.116081,65.293826,0.000000,0.191373,7.925515,0.010859
81.447816,64.746237,0.000000,0.185983,7.424388,0.010949
81.516398,64.956511,0.000000,0.193650,7.803819,0.010082
81.712973,64.895579,0.000000,0.183941,7.799609,0.010193
82.948418,64.804562,0.000000,0.193729,7.718178,0.011002
82.298397,65.171718,0.000000,0.187704,8.020383,0.011263
81.843016,64.721653,0.000000,0.135504,7.844802,0.011503
81.987059,64.763664,0.000000,0.185297,7.757773,0.011445
81.993031,65.041217,0.000000,0.185959,7.740314,0.013575
81.576942,64.914392,0.000000,0.193323,7.499944,0.010760
81.796587,64.818128,0.000000,0.184652,7.425695,0.011155
82.084499,64.692144,0.000000,0.180348,8.065312,0.010209
82.378164,64.711707,0.000000,0.180164,7.687913,0.009648
81.801541,64.770733,0.000000,0.178889,7.568903,0.010785
81.759886,64.811993,0.000000,0.186033,7.593526,0.011236
81.574830,64.886173,0.000000,0.179314,7.213261,0.011288
82.034210,64.818108,0.000000,0.191552,7.958105,0.011200
81.355238,64.593763,0.000000,0.180457,7.532745,0.010673
82.172667,64.862799,0.000000,0.184578,7.990262,0.010237
81.958013,64.867893,0.000000,0.185239,7.997878,0.011317
81.913533,64.668448,0.000000,0.185332,8.122123,0.010419
82.234107,64.899821,0.000000,0.185323,8.058414,0.011337
81.910370,64.655027,0.000000,0.189513,7.468912,0.010544
81.685944,65.051032,0.000000,0.189548,7.581234,0.010043
81.767988,64.852270,0.000000,0.182575,7.757171,0.010267
82.020978,64.669817,0.000000,0.180325,7.772839,0.010110
82.067756,65.059272,0.000000,0.184332,7.702271,0.011063
81.562150,64.362530,0.000000,0.186339,7.736859,0.010031
81.770799,64.621499,0.000000,0.182645,7.736244,0.011237
81.841330,64.712350,0.000000,0.193662,7.784246,0.011388
81.903804,64.910727,0.000000,0.189802,8.008282,0.013148
82.080305,64.723969,0.000000,0.186340,8.030708,0.010185
81.728562,64.925430,0.000000,0.187078,7.442391,0.010360
81.993943,64.906454,0.000000,0.138597,7.774855,0.011429
