"prog","comp","io","tree","comm","gath"
82.503429,66.394734,0.000000,0.138820,7.891683,0.010449
82.711092,66.523992,0.000000,0.134107,8.173816,0.010921
81.859532,66.389441,0.000000,0.127426,7.610594,0.011227
81.990305,66.701947,0.000000,0.136693,7.570958,0.011160
82.033418,66.680669,0.000000,0.135210,7.800698,0.011053
81.993752,66.562534,0.000000,0.191346,7.535756,0.010287
82.433589,66.653014,0.000000,0.141527,7.913124,0.011082
82.100629,66.799447,0.000000,0.139493,7.724472,0.010019
82.006531,66.541020,0.000000,0.136418,7.702509,0.010303
82.031714,66.597251,0.000000,0.135250,7.618428,0.011142
82.475817,67.097016,0.000000,0.142743,8.168851,0.011478
81.601913,66.740766,0.000000,0.141013,7.367480,0.010385
82.624679,66.744949,0.000000,0.134549,7.745588,0.011267
82.215327,66.854992,0.000000,0.136010,8.167616,0.010338
82.454223,66.569210,0.000000,0.137980,7.864770,0.010507
82.574855,66.783963,0.000000,0.134719,7.799356,0.011169
82.292382,66.574150,0.000000,0.140886,7.876609,0.011291
81.775896,66.430606,0.000000,0.134497,7.425406,0.011225
81.862943,66.778854,0.000000,0.135442,7.831820,0.009927
82.350423,66.564876,0.000000,0.134451,7.797413,0.010063
82.849030,66.518622,0.000000,0.134542,7.702038,0.011681
82.688977,67.034084,0.000000,0.138415,8.044900,0.010986
82.176717,66.514814,0.000000,0.131170,7.867641,0.011212
82.538656,66.836598,0.000000,0.137855,7.773482,0.011415
82.155636,66.389908,0.000000,0.139987,7.757158,0.013529
81.892006,66.499294,0.000000,0.140444,7.509129,0.011117
82.041016,66.627799,0.000000,0.136771,7.410653,0.011143
82.449451,66.723787,0.000000,0.137464,8.085537,0.009927
81.862215,66.317455,0.000000,0.137320,7.708899,0.010316
81.966583,66.439883,0.000000,0.133791,7.573498,0.010658
82.280023,67.277984,0.000000,0.192472,7.608898,0.011211
81.979013,66.555807,0.000000,0.139209,7.215995,0.011196
82.378580,66.543225,0.000000,0.141653,7.965160,0.011233
82.596897,66.597730,0.000000,0.134987,7.531920,0.010793
82.520913,67.247501,0.000000,0.139739,8.054514,0.010334
82.300939,66.845834,0.000000,0.137411,8.040018,0.011490
82.310700,66.853557,0.000000,0.135735,8.127946,0.010259
82.580234,66.562286,0.000000,0.134126,8.060883,0.011210
82.027025,66.617897,0.000000,0.143040,7.479489,0.010529
82.038314,66.855534,0.000000,0.193605,7.556585,0.010189
82.133054,66.935987,0.000000,0.134259,7.759374,0.010150
82.436972,66.585400,0.000000,0.139522,7.796869,0.010202
82.296603,66.891656,0.000000,0.131713,7.710953,0.011103
81.923106,66.492994,0.000000,0.128361,7.743653,0.010104
82.124313,66.606061,0.000000,0.136781,7.712616,0.011202
82.212185,67.018070,0.000000,0.134063,7.764091,0.011188
82.239572,66.876066,0.000000,0.135039,8.036414,0.013242
82.802468,66.544560,0.000000,0.132208,7.981027,0.010259
82.192546,66.628429,0.000000,0.132552,7.476855,0.010103
82.301354,66.518179,0.000000,0.138844,7.780273,0.011318
