5.897545,  3.099485, 0.000000, 0.085763, 1.743735, 0.007519
6.063112,  3.086158, 0.000000, 0.084399, 1.797438, 0.006624
5.931120,  3.104065, 0.000000, 0.086923, 1.792126, 0.007023
5.854739,  3.093792, 0.000000, 0.086572, 1.761762, 0.006861
5.748568,  3.105722, 0.000000, 0.085400, 1.709794, 0.006938
5.703353,  3.102816, 0.000000, 0.084724, 1.741650, 0.006674
5.758330,  3.113162, 0.000000, 0.085950, 1.756764, 0.006838
5.758654,  3.099558, 0.000000, 0.085623, 1.774354, 0.007063
5.789213,  3.094088, 0.000000, 0.084808, 1.754571, 0.007335
5.756467,  3.103921, 0.000000, 0.085454, 1.631257, 0.006630
5.843622,  3.109256, 0.000000, 0.084702, 1.728230, 0.006892
5.730498,  3.117716, 0.000000, 0.085088, 1.734134, 0.006648
6.327773,  3.088801, 0.000000, 0.082894, 1.734482, 0.006651
5.809500,  3.100395, 0.000000, 0.084050, 1.829304, 0.007132
5.725203,  3.092179, 0.000000, 0.084836, 1.700855, 0.006667
5.760089,  3.091074, 0.000000, 0.082594, 1.771293, 0.006801
5.791184,  3.129714, 0.000000, 0.086061, 1.792800, 0.006950
6.270510,  3.094479, 0.000000, 0.084226, 1.731508, 0.006705
5.970984,  3.098226, 0.000000, 0.083466, 1.752012, 0.006921
5.693122,  3.089502, 0.000000, 0.086581, 1.706371, 0.007157
5.825916,  3.121049, 0.000000, 0.086049, 1.820010, 0.007211
6.070950,  3.103417, 0.000000, 0.085117, 1.738297, 0.006833
5.904645,  3.108081, 0.000000, 0.084993, 1.745150, 0.006831
6.389817,  3.088840, 0.000000, 0.083072, 1.794111, 0.006923
5.740783,  3.096685, 0.000000, 0.088116, 1.757778, 0.007094
5.694302,  3.101579, 0.000000, 0.084619, 1.760791, 0.006669
5.957475,  3.093790, 0.000000, 0.084717, 1.811621, 0.006765
5.962000,  3.092881, 0.000000, 0.085195, 1.845756, 0.006943
5.698206,  3.081972, 0.000000, 0.083165, 1.722004, 0.006932
5.661425,  3.111943, 0.000000, 0.084065, 1.678080, 0.006801
6.195326,  3.094543, 0.000000, 0.081365, 1.779249, 0.006900
5.770289,  3.134510, 0.000000, 0.086044, 1.662485, 0.007548
5.854857,  3.091071, 0.000000, 0.084576, 1.752734, 0.006710
5.704218,  3.099521, 0.000000, 0.086331, 1.716573, 0.007081
5.785972,  3.087482, 0.000000, 0.084369, 1.771803, 0.006761
6.076160,  3.108497, 0.000000, 0.081414, 1.823998, 0.006864
5.748605,  3.105091, 0.000000, 0.081674, 1.725805, 0.006923
5.712211,  3.102511, 0.000000, 0.083548, 1.737168, 0.007010
5.806931,  3.099789, 0.000000, 0.085172, 1.680200, 0.006708
5.866692,  3.092273, 0.000000, 0.085819, 1.813951, 0.006955
5.692245,  3.102726, 0.000000, 0.086920, 1.692790, 0.006707
6.051771,  3.103498, 0.000000, 0.083746, 1.722901, 0.007006
6.184215,  3.088719, 0.000000, 0.083094, 1.828664, 0.006641
6.055526,  3.089155, 0.000000, 0.082649, 1.748116, 0.007478
5.725783,  3.086883, 0.000000, 0.085404, 1.679891, 0.006986
5.741380,  3.092193, 0.000000, 0.086464, 1.747717, 0.006738
5.779415,  3.094900, 0.000000, 0.085026, 1.793921, 0.007113
5.828577,  3.092049, 0.000000, 0.083511, 1.810473, 0.007356
5.711803,  3.093437, 0.000000, 0.086406, 1.734142, 0.007073
5.761592,  3.090225, 0.000000, 0.084608, 1.785308, 0.007076
4.512425,  2.236013, 0.000000, 0.041080, 1.334593, 0.004847
4.648147,  2.245817, 0.000000, 0.039648, 1.240582, 0.005027
4.503670,  2.235374, 0.000000, 0.040713, 1.313788, 0.005684
4.639164,  2.243315, 0.000000, 0.039402, 1.319092, 0.005080
4.800368,  2.229192, 0.000000, 0.039859, 1.275059, 0.005460
4.596369,  2.236152, 0.000000, 0.040228, 1.284026, 0.005550
5.107216,  2.222652, 0.000000, 0.038153, 1.219109, 0.004918
4.453477,  2.229271, 0.000000, 0.040908, 1.253629, 0.005425
4.490580,  2.237272, 0.000000, 0.041882, 1.297780, 0.004966
4.700459,  2.221842, 0.000000, 0.039993, 1.242535, 0.005837
4.667522,  2.223469, 0.000000, 0.039544, 1.243275, 0.004984
4.960023,  2.233089, 0.000000, 0.039164, 1.327346, 0.005110
4.750072,  2.229274, 0.000000, 0.039924, 1.311336, 0.004981
4.462183,  2.227907, 0.000000, 0.041210, 1.289180, 0.005067
4.507667,  2.231437, 0.000000, 0.040770, 1.337046, 0.005087
4.705035,  2.261765, 0.000000, 0.040495, 1.276218, 0.005464
5.312638,  2.227106, 0.000000, 0.037186, 1.367948, 0.005012
4.711919,  2.222045, 0.000000, 0.040704, 1.290585, 0.004929
4.495505,  2.235317, 0.000000, 0.040567, 1.308926, 0.005336
4.894274,  2.231469, 0.000000, 0.041007, 1.315907, 0.005125
4.476498,  2.231061, 0.000000, 0.040700, 1.291324, 0.005594
4.621676,  2.223362, 0.000000, 0.039475, 1.250873, 0.005128
4.502634,  2.232055, 0.000000, 0.040896, 1.310128, 0.005282
4.500140,  2.234500, 0.000000, 0.041178, 1.340366, 0.005017
4.642654,  2.239590, 0.000000, 0.040974, 1.284441, 0.005215
4.464084,  2.235104, 0.000000, 0.040615, 1.262056, 0.004982
4.712960,  2.221753, 0.000000, 0.040378, 1.309085, 0.005052
4.532772,  2.229204, 0.000000, 0.040839, 1.338972, 0.005661
4.774034,  2.222992, 0.000000, 0.041055, 1.287987, 0.005416
4.498056,  2.220456, 0.000000, 0.039923, 1.243742, 0.005369
4.751760,  2.231606, 0.000000, 0.040094, 1.314142, 0.005720
4.449785,  2.228693, 0.000000, 0.040319, 1.263101, 0.005396
5.441834,  2.229367, 0.000000, 0.037329, 1.343646, 0.004771
4.594885,  2.230838, 0.000000, 0.040894, 1.240672, 0.005107
4.466242,  2.235376, 0.000000, 0.041574, 1.296293, 0.004851
4.474691,  2.224258, 0.000000, 0.039475, 1.299974, 0.005072
4.521719,  2.276169, 0.000000, 0.040188, 1.311803, 0.004995
4.427673,  2.229019, 0.000000, 0.040983, 1.288649, 0.004864
4.625675,  2.242344, 0.000000, 0.040880, 1.268043, 0.005178
4.495463,  2.235178, 0.000000, 0.040175, 1.327766, 0.005190
4.477348,  2.235132, 0.000000, 0.040012, 1.301613, 0.004975
4.460573,  2.234078, 0.000000, 0.042054, 1.300404, 0.005460
4.689918,  2.282951, 0.000000, 0.041910, 1.305772, 0.005180
4.758244,  2.229689, 0.000000, 0.038469, 1.268575, 0.004735
5.269735,  2.221039, 0.000000, 0.038911, 1.325869, 0.005064
4.823141,  2.223542, 0.000000, 0.040456, 1.309342, 0.005371
4.475305,  2.234156, 0.000000, 0.040601, 1.274623, 0.005455
5.029190,  2.222704, 0.000000, 0.037232, 1.290917, 0.004799
4.551493,  2.236526, 0.000000, 0.041573, 1.285260, 0.005035
4.548351,  2.222755, 0.000000, 0.039320, 1.361528, 0.004902
4.156610,  1.875653, 0.000000, 0.019599, 1.203797, 0.006908
4.238969,  1.888872, 0.000000, 0.019436, 1.233439, 0.006483
4.373068,  1.879068, 0.000000, 0.018527, 1.224927, 0.006258
4.329940,  1.881276, 0.000000, 0.019039, 1.319859, 0.006151
4.152100,  1.867134, 0.000000, 0.018788, 1.236520, 0.005606
4.201841,  1.867025, 0.000000, 0.018383, 1.202013, 0.007337
4.704633,  1.858783, 0.000000, 0.017839, 1.285462, 0.006709
4.153154,  1.878616, 0.000000, 0.018905, 1.238757, 0.007028
4.137443,  1.866012, 0.000000, 0.019394, 1.190822, 0.006416
4.075207,  1.860945, 0.000000, 0.018269, 1.206696, 0.005575
4.077697,  1.864429, 0.000000, 0.018753, 1.150196, 0.007441
4.113788,  1.873193, 0.000000, 0.019653, 1.243059, 0.006324
4.830328,  1.894289, 0.000000, 0.018732, 1.219091, 0.005860
4.228759,  1.873481, 0.000000, 0.019273, 1.231413, 0.006020
4.396284,  1.864937, 0.000000, 0.018768, 1.239917, 0.006819
4.255698,  1.875309, 0.000000, 0.019512, 1.223468, 0.005593
5.061886,  1.863162, 0.000000, 0.018404, 1.237789, 0.006200
4.301790,  1.862973, 0.000000, 0.019335, 1.224167, 0.005391
4.146119,  1.870952, 0.000000, 0.019847, 1.273536, 0.005610
5.039399,  1.864729, 0.000000, 0.018325, 1.187184, 0.005832
4.196157,  1.875626, 0.000000, 0.019508, 1.247299, 0.005184
4.380713,  1.887390, 0.000000, 0.019037, 1.247232, 0.006725
4.299363,  1.875906, 0.000000, 0.019283, 1.274366, 0.006534
4.113135,  1.877298, 0.000000, 0.019737, 1.250325, 0.006495
4.148501,  1.881412, 0.000000, 0.018995, 1.263274, 0.008889
4.530432,  1.865633, 0.000000, 0.018318, 1.229308, 0.006272
