"prog","comp","io","tree","comm","gath"
23.232145,11.566664,0.000000,0.118884,7.382886,0.179876
23.139371,11.637111,0.000000,0.119132,7.243873,0.167174
23.198722,11.591668,0.000000,0.117716,7.494377,0.166928
22.943100,11.641361,0.000000,0.119897,7.206491,0.167572
23.535490,11.577237,0.000000,0.117153,7.220862,0.169319
23.447060,11.559436,0.000000,0.118783,7.386395,0.167076
23.603309,11.541034,0.000000,0.117482,7.250999,0.166699
23.466125,11.591812,0.000000,0.119004,7.537178,0.166412
23.920720,11.504442,0.000000,0.117459,7.514139,0.165702
24.195533,11.785402,0.000000,0.114961,7.316151,0.166767
23.081426,11.568395,0.000000,0.121273,7.441325,0.164947
22.966972,11.500091,0.000000,0.118815,7.087320,0.165903
23.016932,11.563190,0.000000,0.120160,7.217614,0.178958
22.997241,11.603240,0.000000,0.119121,7.311814,0.167139
23.113397,11.593103,0.000000,0.118952,7.507075,0.166419
23.145927,11.537408,0.000000,0.114847,7.294101,0.173464
23.275991,11.528389,0.000000,0.121993,7.268927,0.159877
23.348978,11.540328,0.000000,0.116484,7.299214,0.166010
24.041843,11.574899,0.000000,0.118885,7.232691,0.166205
23.748531,11.570782,0.000000,0.119088,7.243735,0.166500
23.589930,11.666289,0.000000,0.120574,7.211710,0.165872
23.280303,11.833951,0.000000,0.118593,7.182621,0.172435
22.978392,11.562045,0.000000,0.118083,7.369223,0.165783
23.425256,11.574662,0.000000,0.118825,7.348091,0.166934
22.930216,11.702069,0.000000,0.119158,7.158994,0.176611
22.998090,11.614596,0.000000,0.113994,7.162536,0.169535
23.175321,11.531551,0.000000,0.117173,7.431864,0.167108
23.322399,11.515022,0.000000,0.117580,7.365485,0.166893
23.464367,11.576154,0.000000,0.116241,7.343868,0.166516
23.124116,11.529531,0.000000,0.117469,7.317631,0.166524
24.074782,11.796915,0.000000,0.117521,7.358953,0.168021
24.208691,11.559067,0.000000,0.114258,7.302577,0.166979
23.181854,11.656528,0.000000,0.118996,7.224516,0.166935
23.097692,11.531137,0.000000,0.116557,7.355480,0.166996
23.427351,11.633541,0.000000,0.119811,7.389915,0.165821
23.434831,11.598897,0.000000,0.119872,7.334298,0.167028
23.005206,11.655232,0.000000,0.118015,7.294444,0.167152
23.352062,11.729494,0.000000,0.120471,7.351831,0.167165
23.104866,11.606289,0.000000,0.118071,7.334290,0.166986
23.374314,11.636076,0.000000,0.121592,7.349196,0.166387
23.165308,11.572426,0.000000,0.115258,7.211723,0.166273
22.932546,11.615551,0.000000,0.119319,7.182231,0.166223
23.320444,11.615454,0.000000,0.117583,7.462196,0.168302
23.502496,11.655135,0.000000,0.112757,7.213630,0.166477
23.164476,11.534126,0.000000,0.118920,7.265409,0.166291
23.331840,11.620361,0.000000,0.119229,7.434958,0.167264
23.186467,11.551660,0.000000,0.119240,7.265480,0.167962
23.211935,11.769481,0.000000,0.119750,7.310643,0.167056
23.068304,11.550813,0.000000,0.118344,7.379602,0.179192
23.325508,11.630891,0.000000,0.118172,7.345056,0.178685
