"prog","comp","io","tree","comm","gath"
83.332710,70.304160,0.000000,0.137352,7.683334,0.010445
83.202756,70.460144,0.000000,0.186481,8.022718,0.010764
82.693392,70.096968,0.000000,0.133790,7.374637,0.011068
82.839322,70.860566,0.000000,0.188670,7.234488,0.011456
82.909160,70.222203,0.000000,0.185700,7.589906,0.011213
82.892590,70.240599,0.000000,0.132169,7.126944,0.010303
83.359930,70.458310,0.000000,0.133546,7.745001,0.011376
82.656058,70.342025,0.000000,0.185447,7.311954,0.009941
82.901187,70.272720,0.000000,0.190189,7.603362,0.010477
82.858619,69.975909,0.000000,0.136119,7.353100,0.011134
83.408395,70.481538,0.000000,0.187597,7.994378,0.011456
82.428858,70.087736,0.000000,0.180530,7.068769,0.010180
82.860073,70.351318,0.000000,0.190809,7.459308,0.011118
83.677008,70.220227,0.000000,0.183163,7.719207,0.010125
83.469573,70.201182,0.000000,0.185888,7.634678,0.010365
83.243953,70.178379,0.000000,0.182956,7.703339,0.011125
83.094671,70.194417,0.000000,0.137161,7.793989,0.010895
82.605906,69.961724,0.000000,0.186571,7.382492,0.011018
82.675466,70.469173,0.000000,0.177794,7.570126,0.010115
82.961348,70.312758,0.000000,0.132778,7.485089,0.010055
83.650200,70.638891,0.000000,0.187172,7.573581,0.011139
84.320437,70.271645,0.000000,0.184031,7.848220,0.011127
83.035750,70.422950,0.000000,0.182458,7.695447,0.010957
83.148767,70.448843,0.000000,0.194726,7.715295,0.011274
83.149992,70.162904,0.000000,0.188029,7.551018,0.011069
83.010578,69.866956,0.000000,0.179169,7.224835,0.011160
82.655339,70.222962,0.000000,0.188772,7.249460,0.011305
83.295450,70.771623,0.000000,0.134447,7.886876,0.010386
82.883392,70.613113,0.000000,0.188877,7.476074,0.009966
83.002793,70.173401,0.000000,0.133934,7.319329,0.010542
82.905282,70.047855,0.000000,0.184943,7.498474,0.011531
82.674088,71.076503,0.000000,0.188621,7.065842,0.010979
83.218919,70.219802,0.000000,0.180104,7.891465,0.011367
82.522281,70.298309,0.000000,0.184611,7.389938,0.010606
83.331520,70.088528,0.000000,0.138570,7.722801,0.010382
83.133946,70.544801,0.000000,0.185757,7.813828,0.011199
83.168420,70.304580,0.000000,0.190996,7.978603,0.010545
83.609422,69.881608,0.000000,0.134133,8.005691,0.011146
83.022015,70.333931,0.000000,0.182372,7.133702,0.010286
83.135371,70.186751,0.000000,0.182826,7.124463,0.010265
82.953897,70.216396,0.000000,0.133833,7.648509,0.010214
83.211208,70.215564,0.000000,0.136575,7.441421,0.009909
83.134000,70.086997,0.000000,0.132527,7.375409,0.010829
82.753147,70.312113,0.000000,0.190492,7.608067,0.010168
83.115485,70.231895,0.000000,0.190813,7.640870,0.011077
83.021041,70.358593,0.000000,0.135210,7.425376,0.010937
83.668240,70.197636,0.000000,0.185152,7.915674,0.011666
83.269740,70.387883,0.000000,0.194612,7.889319,0.009996
82.916408,70.482689,0.000000,0.182936,7.173734,0.010407
83.321416,70.384160,0.000000,0.186039,7.656854,0.011062
