"prog","comp","io","tree","comm","gath"
2.629269,0.644223,0.000000,0.018761,1.296802,0.010539
2.636374,0.663387,0.000000,0.018938,1.242657,0.009983
2.594499,0.644565,0.000000,0.019445,1.264916,0.010974
2.622281,0.661916,0.000000,0.018859,1.305098,0.010532
2.647200,0.662543,0.000000,0.019672,1.321767,0.010556
2.741874,0.645765,0.000000,0.018549,1.267894,0.010609
2.835614,0.658326,0.000000,0.019032,1.314334,0.010587
2.605341,0.659021,0.000000,0.018568,1.299729,0.010544
2.738485,0.640005,0.000000,0.017894,1.317458,0.010709
3.158195,0.642200,0.000000,0.018411,1.324835,0.010419
2.673715,0.660934,0.000000,0.019189,1.269545,0.010270
2.618136,0.659916,0.000000,0.018060,1.294816,0.011119
2.623802,0.661198,0.000000,0.018872,1.350251,0.011019
2.675263,0.657969,0.000000,0.018910,1.295300,0.010787
2.745457,0.663446,0.000000,0.018664,1.221855,0.010479
2.975430,0.644655,0.000000,0.020383,1.315602,0.011029
2.748079,0.663497,0.000000,0.019366,1.307312,0.010298
2.749701,0.632598,0.000000,0.017936,1.288689,0.011438
2.647486,0.648291,0.000000,0.018258,1.245287,0.011148
3.035062,0.638958,0.000000,0.017650,1.266043,0.011128
2.666425,0.655303,0.000000,0.019567,1.274928,0.010792
2.809406,0.663497,0.000000,0.018835,1.267490,0.010535
3.018864,0.640811,0.000000,0.018216,1.294319,0.011451
2.774847,0.658740,0.000000,0.019169,1.303897,0.010703
2.639812,0.658360,0.000000,0.019212,1.310422,0.011191
2.663318,0.654091,0.000000,0.019165,1.335328,0.010288
2.841950,0.661665,0.000000,0.018668,1.301937,0.010820
2.620388,0.665403,0.000000,0.019895,1.315391,0.010904
2.795702,0.652081,0.000000,0.019419,1.330733,0.010674
2.645024,0.645724,0.000000,0.018711,1.302373,0.010911
2.637053,0.658440,0.000000,0.019266,1.346062,0.010862
2.690621,0.656391,0.000000,0.019145,1.316830,0.010956
2.845123,0.642124,0.000000,0.017856,1.278483,0.010433
2.625191,0.633496,0.000000,0.018311,1.347122,0.010350
2.634283,0.662210,0.000000,0.019628,1.324391,0.010554
2.630529,0.641495,0.000000,0.018275,1.318009,0.010543
2.725119,0.654161,0.000000,0.019456,1.286719,0.010742
2.744157,0.658654,0.000000,0.018353,1.320422,0.009884
3.141525,0.649399,0.000000,0.018128,1.284710,0.010254
2.576113,0.661959,0.000000,0.019533,1.275928,0.010493
2.637829,0.647502,0.000000,0.018658,1.285090,0.010193
2.717585,0.655862,0.000000,0.018737,1.313157,0.010307
2.639669,0.657512,0.000000,0.018627,1.290270,0.010001
2.852329,0.656632,0.000000,0.018547,1.297235,0.010685
3.507677,0.640805,0.000000,0.017489,1.303551,0.010764
2.740094,0.664914,0.000000,0.018530,1.268376,0.011143
2.792228,0.663350,0.000000,0.018786,1.288696,0.011559
2.603900,0.662537,0.000000,0.019248,1.285801,0.011532
2.709506,0.659891,0.000000,0.018677,1.371497,0.010560
2.925226,0.637413,0.000000,0.017936,1.308966,0.010604
