"prog","comp","io","tree","comm","gath"
10.158595,6.644338,0.036716,0.018954,1.181836,0.039106
9.733406,6.681276,0.036352,0.018427,1.181662,0.041678
9.550064,6.660641,0.036017,0.019227,1.119745,0.037899
9.460388,6.611246,0.036314,0.019092,1.249492,0.038903
9.432124,6.649425,0.036458,0.019002,1.056552,0.041406
9.506333,6.598328,0.035996,0.017897,1.248595,0.042433
9.905899,6.806323,0.036048,0.020047,1.111119,0.036763
9.880302,6.559584,0.036002,0.018361,1.107342,0.037223
9.494344,6.699711,0.036188,0.016107,1.172470,0.038842
9.464387,6.616109,0.036041,0.016691,1.116237,0.041588
9.485885,6.580689,0.036223,0.017856,1.160460,0.040971
9.456374,6.696233,0.036046,0.019290,1.097417,0.040661
9.968342,6.568392,0.036393,0.020168,1.135111,0.036852
9.522002,6.599371,0.036118,0.016887,1.091581,0.040061
9.917240,6.555989,0.036454,0.018681,1.108367,0.038026
9.548782,6.634167,0.035995,0.017655,1.148514,0.040516
9.700877,6.589275,0.036354,0.016028,1.221520,0.037127
9.623178,6.656888,0.036211,0.015823,1.163199,0.041551
9.451437,6.682398,0.036345,0.017755,1.150178,0.039945
9.558074,6.613985,0.036141,0.018549,1.188159,0.038519
9.515096,6.659072,0.036043,0.017897,1.116113,0.038267
9.617481,6.600594,0.036005,0.019721,1.194383,0.041230
9.469660,6.614277,0.036315,0.019735,1.166235,0.041862
9.520689,6.743995,0.036194,0.015558,1.181239,0.042088
9.396228,6.605311,0.035866,0.015882,1.087292,0.041128
10.275850,6.611817,0.035979,0.014647,1.193728,0.038415
9.685351,6.592609,0.036101,0.017923,1.165643,0.038706
9.486015,6.614752,0.036083,0.018945,1.068702,0.040200
9.419317,6.569553,0.035834,0.015732,1.188823,0.039245
9.601824,6.818210,0.041565,0.017549,1.214506,0.038239
9.448401,6.578140,0.036012,0.018065,1.098273,0.041796
9.427742,6.664243,0.035932,0.018966,1.194096,0.041757
9.488418,6.674331,0.036000,0.016603,1.155585,0.041183
9.448481,6.617745,0.037094,0.017405,1.074698,0.041358
10.044989,6.674107,0.036593,0.019594,1.174943,0.038146
9.469113,6.610814,0.036367,0.018340,1.118522,0.038295
9.437936,6.634917,0.036065,0.016124,1.088025,0.042027
9.524540,6.548287,0.035936,0.016041,1.133187,0.041174
9.608612,6.647856,0.035866,0.018675,1.080555,0.039152
9.525920,6.602334,0.036024,0.017516,1.180049,0.041753
9.515981,6.732611,0.036129,0.016379,1.151127,0.040110
9.663378,6.639033,0.035988,0.019076,1.175247,0.040505
9.500769,6.574085,0.039453,0.019944,1.125029,0.038824
9.512405,6.646385,0.036008,0.018692,1.181792,0.038996
9.458816,6.645529,0.035835,0.015639,1.177479,0.041546
9.789861,6.664382,0.036539,0.018119,1.170798,0.037971
9.488915,6.592687,0.036545,0.017729,1.132573,0.041729
9.671409,6.700847,0.036080,0.017417,1.228537,0.037801
9.479229,6.617309,0.036135,0.017105,1.205416,0.041601
9.944319,6.595464,0.036589,0.018087,1.120965,0.039723
