"prog","comp","io","tree","comm","gath"
65.478890,50.561716,0.000000,0.117628,7.104602,0.024867
65.360978,50.766994,0.000000,0.115196,7.150848,0.025691
65.200972,50.649990,0.000000,0.109314,7.078592,0.025502
65.240804,50.615751,0.000000,0.115982,6.955137,0.026214
65.230070,50.409489,0.000000,0.116622,6.983246,0.026291
64.993315,50.615958,0.000000,0.116460,6.926022,0.025760
65.168576,50.577136,0.000000,0.119441,7.149424,0.025980
66.181092,50.512324,0.000000,0.111561,7.121647,0.025182
65.480730,50.548433,0.000000,0.115782,7.242953,0.025497
65.264571,50.473655,0.000000,0.116177,7.027901,0.025337
65.590135,50.722439,0.000000,0.117990,7.265997,0.026463
65.985527,50.492428,0.000000,0.116755,7.215187,0.025996
64.976623,50.439189,0.000000,0.111998,6.986094,0.026522
65.101877,50.532040,0.000000,0.110403,7.090563,0.025201
65.072188,50.661925,0.000000,0.113587,7.115842,0.025460
65.396006,51.026974,0.000000,0.115920,7.202431,0.025363
65.175317,50.221231,0.000000,0.114830,7.040548,0.026253
65.054740,50.539030,0.000000,0.114216,6.924334,0.026633
64.865687,50.723359,0.000000,0.117184,6.878808,0.023991
64.957899,50.502769,0.000000,0.114175,7.001692,0.024928
65.433255,50.480339,0.000000,0.115537,7.240905,0.025324
65.205133,50.523180,0.000000,0.114391,7.257647,0.026313
65.184913,50.457670,0.000000,0.114302,7.002519,0.024392
65.014805,50.549263,0.000000,0.115052,7.026917,0.025692
65.270494,50.434459,0.000000,0.117748,7.131198,0.024857
65.533009,50.224031,0.000000,0.108619,6.887633,0.024576
64.996675,50.508752,0.000000,0.115037,7.119254,0.025315
65.319465,50.664738,0.000000,0.116257,7.111257,0.024848
65.386144,51.476719,0.000000,0.112467,6.941335,0.026309
65.389064,50.263222,0.000000,0.114937,7.130847,0.024992
65.401406,50.567390,0.000000,0.111538,7.050072,0.024797
65.542043,50.609548,0.000000,0.114914,7.137362,0.025812
64.871635,50.475837,0.000000,0.114439,6.931810,0.024743
65.169225,50.654166,0.000000,0.113357,7.241737,0.026182
64.862876,50.375106,0.000000,0.113158,7.009046,0.025650
65.336522,50.387376,0.000000,0.108438,7.021193,0.026257
65.484514,50.422063,0.000000,0.112325,7.233336,0.025395
65.309647,50.634690,0.000000,0.111556,7.085571,0.026420
65.350675,50.754105,0.000000,0.117043,7.047690,0.024941
65.118609,50.540442,0.000000,0.115267,6.956028,0.026418
65.139488,50.560137,0.000000,0.109633,7.073363,0.025320
65.275687,50.464371,0.000000,0.115491,7.320195,0.025846
65.518197,50.807702,0.000000,0.110275,7.042712,0.025389
65.426906,50.702037,0.000000,0.112340,7.109973,0.024383
65.269142,50.530244,0.000000,0.117276,7.050229,0.025274
66.008945,50.429396,0.000000,0.113410,7.164333,0.024826
65.459218,50.758620,0.000000,0.115994,7.079160,0.025305
65.292780,50.570417,0.000000,0.116188,7.176812,0.025458
65.087857,51.174440,0.000000,0.112317,7.152925,0.025686
65.353440,50.474296,0.000000,0.111251,7.000514,0.025611
