"prog","comp","io","tree","comm","gath"
65.317261,49.375054,0.000000,0.116402,6.658535,0.017264
65.162246,48.985615,0.000000,0.117152,6.884944,0.016671
65.037837,49.501493,0.000000,0.116168,6.904464,0.017932
65.039064,49.509050,0.000000,0.114593,6.813597,0.017911
65.041676,49.488443,0.000000,0.115054,7.100808,0.018038
65.012449,50.262924,0.000000,0.113464,6.870028,0.017088
65.108557,49.086625,0.000000,0.114752,6.857064,0.017226
65.118970,49.294429,0.000000,0.114566,6.747112,0.016633
65.235313,48.990893,0.000000,0.114033,7.030117,0.017068
64.779096,49.155703,0.000000,0.116326,6.965317,0.016562
65.321412,49.293133,0.000000,0.116242,6.707786,0.017435
65.468808,49.346702,0.000000,0.115905,6.796613,0.017035
65.048798,49.504023,0.000000,0.116277,6.443913,0.016977
64.985509,49.038619,0.000000,0.114500,6.878220,0.017239
64.732771,48.996427,0.000000,0.112343,6.710605,0.017110
65.190818,49.454098,0.000000,0.115679,6.813007,0.016752
64.704193,49.013199,0.000000,0.113293,6.665297,0.016110
65.156615,48.975471,0.000000,0.115071,6.868122,0.016616
65.013186,50.044499,0.000000,0.115083,6.753865,0.016895
65.037342,49.085524,0.000000,0.115663,6.809506,0.016467
65.511519,49.044258,0.000000,0.115689,6.876924,0.016657
65.073429,49.225674,0.000000,0.116387,6.835100,0.017856
65.001855,49.309077,0.000000,0.112428,6.705647,0.016912
64.847689,49.382524,0.000000,0.114424,6.707278,0.017138
65.030796,49.069238,0.000000,0.113195,6.966120,0.017206
64.829433,49.438786,0.000000,0.115415,6.819048,0.016839
65.560483,49.193190,0.000000,0.113492,6.494584,0.016951
65.122100,49.338697,0.000000,0.115277,6.823744,0.017153
64.991056,49.259999,0.000000,0.120211,6.854118,0.016912
65.629859,49.080397,0.000000,0.113852,6.935826,0.017492
65.402398,49.253052,0.000000,0.113564,6.723164,0.016877
65.386512,49.648022,0.000000,0.114538,7.120071,0.017415
64.731255,49.299746,0.000000,0.117826,6.906277,0.016636
64.990851,49.840420,0.000000,0.115952,6.489838,0.017317
64.829707,49.190326,0.000000,0.115321,6.592013,0.016578
65.072234,49.558424,0.000000,0.114177,7.088619,0.016978
64.873294,49.168339,0.000000,0.115245,6.738225,0.017068
64.974053,49.442526,0.000000,0.115599,6.843784,0.016760
66.086814,49.084297,0.000000,0.111756,6.688790,0.016553
65.059558,49.737213,0.000000,0.115309,6.830124,0.017432
64.847842,49.157481,0.000000,0.115027,6.830504,0.016852
65.025347,49.428925,0.000000,0.115880,6.756613,0.017737
65.162880,49.277642,0.000000,0.113405,7.111274,0.017145
65.830023,49.427846,0.000000,0.114924,6.613862,0.016596
64.975824,49.304008,0.000000,0.114384,6.769552,0.017261
65.103801,49.954054,0.000000,0.115398,6.627549,0.017173
65.339064,49.266716,0.000000,0.116568,7.084887,0.017305
65.037353,49.234128,0.000000,0.114519,6.692224,0.016874
64.980592,49.162951,0.000000,0.116244,6.820170,0.016710
65.130647,49.633172,0.000000,0.117543,6.774554,0.016712
