"prog","comp","io","tree","comm","gath"
3.929794,1.460250,0.000000,0.095086,1.732451,0.011804
3.936644,1.431906,0.000000,0.097467,1.711046,0.012032
3.950454,1.450327,0.000000,0.095549,1.741210,0.012251
4.159823,1.442211,0.000000,0.094459,1.627963,0.012036
4.253637,1.431636,0.000000,0.087258,1.756161,0.012095
3.921848,1.451309,0.000000,0.091077,1.716667,0.012220
3.943747,1.439780,0.000000,0.095882,1.739678,0.010629
4.403536,1.434132,0.000000,0.091204,1.635074,0.012023
3.935121,1.440767,0.000000,0.097095,1.726158,0.012062
3.867889,1.489674,0.000000,0.096579,1.669560,0.011895
3.983343,1.465829,0.000000,0.095656,1.661375,0.011902
3.861490,1.470496,0.000000,0.090817,1.550547,0.010893
3.824118,1.473244,0.000000,0.097674,1.589016,0.012211
4.032580,1.466490,0.000000,0.096075,1.791265,0.012345
3.979535,1.437088,0.000000,0.093073,1.792129,0.011700
3.901823,1.450579,0.000000,0.096646,1.640253,0.011106
3.922208,1.446167,0.000000,0.097662,1.738089,0.012602
4.002600,1.444890,0.000000,0.094162,1.808135,0.012277
4.051001,1.438120,0.000000,0.097007,1.629436,0.012149
4.260583,1.434810,0.000000,0.092652,1.751474,0.012197
3.882602,1.450760,0.000000,0.097019,1.704523,0.010306
3.897954,1.444152,0.000000,0.093526,1.655496,0.011867
4.050406,1.460030,0.000000,0.098683,1.693293,0.012270
3.867299,1.443910,0.000000,0.098094,1.665475,0.012246
3.981772,1.452571,0.000000,0.097000,1.679480,0.010888
3.948516,1.464562,0.000000,0.097698,1.736594,0.011379
3.915037,1.478128,0.000000,0.097144,1.658848,0.012439
3.983214,1.463302,0.000000,0.098247,1.667678,0.012204
3.956361,1.449251,0.000000,0.097849,1.766917,0.011447
4.046299,1.454864,0.000000,0.098175,1.689833,0.010802
4.168817,1.444746,0.000000,0.093489,1.754691,0.011304
3.924211,1.450699,0.000000,0.096577,1.730049,0.011132
3.999366,1.446282,0.000000,0.098415,1.812174,0.012078
3.845539,1.447270,0.000000,0.095527,1.642637,0.011929
3.870003,1.468400,0.000000,0.096359,1.673935,0.011195
3.843133,1.464840,0.000000,0.096693,1.636397,0.011733
4.026857,1.447791,0.000000,0.090899,1.683428,0.011458
3.903568,1.448132,0.000000,0.097484,1.715952,0.012276
3.900393,1.453840,0.000000,0.094871,1.705555,0.012029
3.971205,1.458472,0.000000,0.095700,1.639590,0.012062
4.122640,1.454364,0.000000,0.096527,1.712844,0.011984
3.866255,1.455449,0.000000,0.095879,1.630109,0.012211
4.120389,1.447369,0.000000,0.098134,1.680703,0.011435
3.830677,1.456202,0.000000,0.096285,1.631849,0.010561
3.882745,1.435941,0.000000,0.095931,1.665590,0.011237
3.942701,1.467788,0.000000,0.098201,1.559034,0.012056
4.036503,1.431751,0.000000,0.094749,1.777184,0.012128
3.991456,1.445302,0.000000,0.098215,1.779959,0.012622
3.949526,1.439241,0.000000,0.096931,1.713189,0.012253
4.010235,1.459740,0.000000,0.094963,1.679785,0.012158
